🐼如意呗,#genre#
贵州卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226474/index.m3u8$移动 | 回看
重庆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226409/index.m3u8$移动 | 回看
深圳卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/index.m3u8$移动 | 回看

黑龙江卫视,http://tvbox6.icu/tv/gitv1.php?id=20$GITV电视
吉林卫视,http://tvbox6.icu/tv/gitv1.php?id=21$GITV电视
辽宁卫视,http://tvbox6.icu/tv/gitv1.php?id=22$GITV电视
陕西卫视,http://tvbox6.icu/tv/gitv1.php?id=23$GITV电视
北京卫视,http://tvbox6.icu/tv/gitv1.php?id=24$GITV电视
天津卫视,http://tvbox6.icu/tv/gitv1.php?id=25$GITV电视
河北卫视,http://tvbox6.icu/tv/gitv1.php?id=26$GITV电视
河南卫视,http://tvbox6.icu/tv/gitv1.php?id=27$GITV电视
山东卫视,http://tvbox6.icu/tv/gitv1.php?id=28$GITV电视
江苏卫视,http://tvbox6.icu/tv/gitv1.php?id=29$GITV电视
东方卫视,http://tvbox6.icu/tv/gitv1.php?id=30$GITV电视
安徽卫视,http://tvbox6.icu/tv/gitv1.php?id=31$GITV电视
湖北卫视,http://tvbox6.icu/tv/gitv1.php?id=32$GITV电视
湖南卫视,http://tvbox6.icu/tv/gitv1.php?id=33$GITV电视
浙江卫视,http://tvbox6.icu/tv/gitv1.php?id=34$GITV电视
江西卫视,http://tvbox6.icu/tv/gitv1.php?id=35$GITV电视
东南卫视,http://tvbox6.icu/tv/gitv1.php?id=36$GITV电视
四川卫视,http://tvbox6.icu/tv/gitv1.php?id=37$GITV电视
重庆卫视,http://tvbox6.icu/tv/gitv1.php?id=38$GITV电视
贵州卫视,http://tvbox6.icu/tv/gitv1.php?id=39$GITV电视
云南卫视,http://tvbox6.icu/tv/gitv1.php?id=40$GITV电视
广东卫视,http://tvbox6.icu/tv/gitv1.php?id=41$GITV电视
深圳卫视,http://tvbox6.icu/tv/gitv1.php?id=42$GITV电视
广西卫视,http://tvbox6.icu/tv/gitv1.php?id=43$GITV电视
海南卫视,http://tvbox6.icu/tv/gitv1.php?id=44$GITV电视
三沙卫视,http://tvbox6.icu/tv/gitv1.php?id=45$GITV电视
纪实科教,http://tvbox6.icu/tv/gitv1.php?id=46$GITV电视
纪实人文,http://tvbox6.icu/tv/gitv1.php?id=47$GITV电视

北京卫视,http://tvbox6.icu/tv/sc96655.php?id=19$蜀小果
浙江卫视,http://tvbox6.icu/tv/sc96655.php?id=20$蜀小果
江苏卫视,http://tvbox6.icu/tv/sc96655.php?id=21$蜀小果
安徽卫视,http://tvbox6.icu/tv/sc96655.php?id=22$蜀小果
重庆卫视,http://tvbox6.icu/tv/sc96655.php?id=23$蜀小果
东方卫视,http://tvbox6.icu/tv/sc96655.php?id=24$蜀小果
东南卫视,http://tvbox6.icu/tv/sc96655.php?id=25$蜀小果
甘肃卫视,http://tvbox6.icu/tv/sc96655.php?id=26$蜀小果
广东卫视,http://tvbox6.icu/tv/sc96655.php?id=27$蜀小果
广西卫视,http://tvbox6.icu/tv/sc96655.php?id=28$蜀小果
贵州卫视,http://tvbox6.icu/tv/sc96655.php?id=29$蜀小果
海南卫视,http://tvbox6.icu/tv/sc96655.php?id=30$蜀小果
河南卫视,http://tvbox6.icu/tv/sc96655.php?id=31$蜀小果
湖北卫视,http://tvbox6.icu/tv/sc96655.php?id=32$蜀小果
湖南卫视,http://tvbox6.icu/tv/sc96655.php?id=33$蜀小果
吉林卫视,http://tvbox6.icu/tv/sc96655.php?id=34$蜀小果
江西卫视,http://tvbox6.icu/tv/sc96655.php?id=35$蜀小果
康巴卫视,http://tvbox6.icu/tv/sc96655.php?id=36$蜀小果
辽宁卫视,http://tvbox6.icu/tv/sc96655.php?id=37$蜀小果
山东卫视,http://tvbox6.icu/tv/sc96655.php?id=38$蜀小果
山西卫视,http://tvbox6.icu/tv/sc96655.php?id=39$蜀小果
陕西卫视,http://tvbox6.icu/tv/sc96655.php?id=40$蜀小果
深圳卫视,http://tvbox6.icu/tv/sc96655.php?id=41$蜀小果
四川卫视,http://tvbox6.icu/tv/sc96655.php?id=42$蜀小果
天津卫视,http://tvbox6.icu/tv/sc96655.php?id=43$蜀小果
兵团卫视,http://tvbox6.icu/tv/sc96655.php?id=44$蜀小果
西藏卫视,http://tvbox6.icu/tv/sc96655.php?id=45$蜀小果
云南卫视,http://tvbox6.icu/tv/sc96655.php?id=46$蜀小果
内蒙古卫视,http://tvbox6.icu/tv/sc96655.php?id=47$蜀小果
黑龙江卫视,http://tvbox6.icu/tv/sc96655.php?id=48$蜀小果
//海南
重庆卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010053/1.m3u8$海南移动V6
广东卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010055/1.m3u8$海南移动V6
东南卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010096/1.m3u8$海南移动V6
东方卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010054/1.m3u8$海南移动V6
北京卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010143/1.m3u8$海南移动V6
四川卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010115/1.m3u8$海南移动V6
天津卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010069/1.m3u8$海南移动V6
安微卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010041/1.m3u8$海南移动V6
山东卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010066/1.m3u8$海南移动V6
广西卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010099/1.m3u8$海南移动V6
江苏卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010059/1.m3u8$海南移动V6
江西卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010060/1.m3u8$海南移动V6
河北卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010101/1.m3u8$海南移动V6
浙江卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010070/1.m3u8$海南移动V6
深圳卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010068/1.m3u8$海南移动V6
湖北卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010057/1.m3u8$海南移动V6
湖南卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010058/1.m3u8$海南移动V6
贵州卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010100/1.m3u8$海南移动V6
辽宁卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010061/1.m3u8$海南移动V6
黑龙江卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010056/1.m3u8$海南移动V6

黑龙江卫视,http://[2409:8087:5e01:34::38]:6610/ZTE_CMS/00000001000000060000000000000175/index.m3u8?$海南移动V6
青海卫视,http://[2409:8087:5e01:34::38]:6610/ZTE_CMS/00000001000000060000000000000320/index.m3u8?$海南移动V6
辽宁卫视,http://[2409:8087:5e01:34::38]:6610/ZTE_CMS/00000001000000060000000000000367/index.m3u8?$海南移动V6
贵州卫视,http://[2409:8087:5e01:34::38]:6610/ZTE_CMS/00000001000000060000000000000489/index.m3u8?$海南移动V6
湖南卫视,http://[2409:8087:5e01:34::38]:6610/ZTE_CMS/00000001000000060000000000000174/index.m3u8?$海南移动V6
湖北卫视,http://[2409:8087:5e01:34::38]:6610/ZTE_CMS/00000001000000060000000000000250/index.m3u8?$海南移动V6
深圳卫视,http://[2409:8087:5e01:34::38]:6610/ZTE_CMS/00000001000000060000000000000176/index.m3u8?$海南移动V6
浙江卫视,http://[2409:8087:5e01:34::38]:6610/ZTE_CMS/00000001000000060000000000000248/index.m3u8?$海南移动V6
河北卫视,http://[2409:8087:5e01:34::38]:6610/ZTE_CMS/00000001000000060000000000000487/index.m3u8?$海南移动V6
江西卫视,http://[2409:8087:5e01:34::38]:6610/ZTE_CMS/00000001000000060000000000000522/index.m3u8?$海南移动V6
广东卫视,http://[2409:8087:5e01:34::38]:6610/ZTE_CMS/00000001000000060000000000000341/index.m3u8?$海南移动V6
东南卫视,http://[2409:8087:5e01:34::38]:6610/ZTE_CMS/00000001000000060000000000000502/index.m3u8?$海南移动V6
东方卫视,http://[2409:8087:5e01:34::38]:6610/ZTE_CMS/00000001000000060000000000000182/index.m3u8?$海南移动V6
云南卫视,http://[2409:8087:5e01:34::38]:6610/ZTE_CMS/00000001000000060000000000000305/index.m3u8?$海南移动V6
北京卫视,http://[2409:8087:5e01:34::38]:6610/ZTE_CMS/00000001000000060000000000000173/index.m3u8?$海南移动V6
吉林卫视,http://[2409:8087:5e01:34::38]:6610/ZTE_CMS/00000001000000060000000000000533/index.m3u8?$海南移动V6
四川卫视,http://[2409:8087:5e01:34::38]:6610/ZTE_CMS/00000001000000060000000000000330/index.m3u8?$海南移动V6
天津卫视,http://[2409:8087:5e01:34::38]:6610/ZTE_CMS/00000001000000060000000000000249/index.m3u8?$海南移动V6
宁夏卫视,http://[2409:8087:5e01:34::38]:6610/ZTE_CMS/00000001000000060000000000000309/index.m3u8?$海南移动V6
山西卫视,http://[2409:8087:5e01:34::38]:6610/ZTE_CMS/00000001000000060000000000000318/index.m3u8?$海南移动V6
新疆卫视,http://[2409:8087:5e01:34::38]:6610/ZTE_CMS/00000001000000060000000000000316/index.m3u8?$海南移动V6
江苏卫视,http://[2409:8087:5e01:34::38]:6610/ZTE_CMS/00000001000000060000000000000177/index.m3u8?$海南移动V6
海南卫视,http://[2409:8087:5e01:34::38]:6610/ZTE_CMS/00000001000000060000000000000262/index.m3u8?$海南移动V6
西藏卫视,http://[2409:8087:5e01:34::38]:6610/ZTE_CMS/00000001000000060000000000000317/index.m3u8?$海南移动V6
陕西卫视,http://[2409:8087:5e01:34::38]:6610/ZTE_CMS/00000001000000060000000000000313/index.m3u8?$海南移动V6

💝香港澳门,#genre#
//01香港卫视集团拥有6个卫星频道和1个网络电视台 香港卫视精品台也已开播，科教台、文化台正在积极筹备中。
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8

//02凤凰卫视现拥有中文台、资讯台、欧洲台、美洲台、电影台和香港台等6个电视频道
凤凰中文台,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pcc72.m3u8$凤凰秀
凤凰资讯台,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pin72.m3u8$凤凰秀
凤凰香港台,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701phk72.m3u8$凤凰秀
凤凰中文台,http://116.162.6.191/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226308/index.m3u8
凤凰资讯台,http://116.162.6.191/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226320/index.m3u8
凤凰资讯台,http://103.95.24.37:880/fhzx.m3u8
凤凰香港台,http://103.95.24.37:880/fhxgt.m3u8
凤凰资讯台,http://61.221.215.25:8800/hls/47/index.m3u8$中华电信


//03香港电视广播有限公司(TVB)
//免费频道 翡翠台、Plus、无线新闻台、明珠台、凤凰香港台
TVB翡翠台,http://php.jdshipin.com:8880/smt.php?id=Wlt
TVB翡翠台,http://php.jdshipin.com:8880/smt.php?id=jade_twn
TVB翡翠台,http://www.balala.top:9200/channel/n379c44d0/index.m3u8
TVB翡翠台,hhttp://ali.hlspull.yximgs.com/live/tmdbocnmkx44.flv
TVB Plus,http://php.jdshipin.com:8880/smt.php?id=j2_twn
TVB Plus,http://php.jdshipin.com:8880/smt.php?id=tvbcaijing_twn
TVB Plus,http://154.204.178.8:345/233.php
TVB Plus,http://tvbox6.icu/tv/tvbplus.m3u8
TVB Plus,http://tvbox6.icu/tv/hk.php?id=45
TVB无线新闻台,http://live.cooltv.top/tv/tvb.php?id=0&hq
TVB Plus,http://live.cooltv.top/tv/tvb.php?id=2&hq
TVB无线新闻台,http://php.jdshipin.com:8880/smt.php?id=inews_twn
TVB无线新闻台,https://edge6a.v2h-cdn.com/enew/enew.stream/chunklist.m3u8
TVB明珠台,http://php.jdshipin.com:8880/smt.php?id=pearl_twn
//电影台、为食台、娱乐新闻台、新闻台、新闻2台、无线剧集台、无线精选台、无线经典台、无线生活台、无线儿童台、音乐台、生活2台、神州新闻台、 Super9985 、资讯台
//其它频道TVB8、TVB星河频道
TVB星河,http://php.jdshipin.com:8880/smt.php?id=Xinhe
TVB星河,http://php.jdshipin.com:8880/smt.php?id=tvbxinhe_twn
TVB星河,http://jxtv3.gdsz.eu.org:8081/hls/135/index.m3u8
TVB星河,http://jxtv3.gdsz.eu.org:8081/hls/136/index.m3u8
TVB星河,http://v2h.jdshipin.com/xinghe/xinghe.stream/chunklist.m3u8
TVB星河,https://edge6a.v2h-cdn.com/xinghe/xinghe.stream/chunklist.m3u8
TVB星河,http://113.64.145.100:8081/hls/135/index.m3u8#http://113.64.145.61:8081/hls/135/index.m3u8#http://php.jdshipin.com:8880/jydx.php?id=135
TVB星河,http://freegat.us.kg/flv.php
TVB娱乐新闻台,https://v2h.jdshipin.com/enew/enew.stream/chunklist.m3u8
TVB功夫台,https://v2h.jdshipin.com/asia_action/asia_action.stream/chunklist.m3u8
TVB经典台,http://php.jdshipin.com:8880/smt.php?id=Tvbclassic

//04ViuTV是香港电视娱乐有限公司
VIUTV,http://php.jdshipin.com:8880/smt.php?id=viu1_twn
VIUTV6,http://php.jdshipin.com:8880/smt.php?id=viusix_twn

//05香港电台（Radio Television Hong Kong），英文简称：RTHK，中文简称：港台
RTHK31,http://php.jdshipin.com:8880/smt.php?id=rhk31_twn
RTHK32,http://php.jdshipin.com:8880/smt.php?id=rhk32_twn
RTHK32,https://rthktv32-live.akamaized.net/hls/live/2036819/RTHKTV32/stream2/streamPlaylist.m3u8
RTHK33,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream03/streamPlaylist.m3u8
RTHK34,https://rthktv34-live.akamaized.net/hls/live/2101642/RTHKTV34/stream02/streamPlaylist.m3u8
RTHK35,https://rthktv35-live.akamaized.net/hls/live/2101643/RTHKTV35/stream02/streamPlaylist.m3u8

//06星空卫视
星空卫视,http://wouu.net:9977/udp/239.93.0.156:2193
星空卫视,http://125.71.58.184:4022/rtp/239.93.0.156:2193$四川电信组播
星空卫视,http://125.71.58.184:4022/rtp/239.93.1.10:2193$四川电信组播
星空卫视,http://118.114.168.57:666/udp/239.93.0.156:2193$成都电信组播1
星空卫视,http://118.122.103.228:4022/udp/239.93.0.156:2193$成都电信组播2
星空国际,http://13457610200.8866.org:2018/live/星空国际/index.m3u8
Channel[V],http://125.71.58.184:4022/rtp/239.93.0.157:2194$四川电信组播1
Channel[V],http://125.71.58.184:4022/rtp/239.93.1.7:2194$四川电信组播2
Channel[V],http://iptv.028028.xyz:8/udp/239.93.0.157:2194$四川电信组播3

//07now宽频电视
NOW 星影,http://123.150.5.131:9000/NOW星影/香蕉哥专用-易發TV.live.ts
NOW 爆谷,http://123.150.5.131:9000/NOW爆谷/香蕉哥专用-易發TV.live.ts
TVB翡翠台,http://123.150.5.131:9000/tvb翡翠/香蕉哥专用-易發TV.live.ts
TVB无线新闻台,http://60.208.140.180:5544/tvb新闻/香蕉哥专用-易發TV.live.flv
HOY 77,http://60.208.140.180:5544/HOY77/香蕉哥专用-易發TV.live.flv
HOY 78,http://60.208.140.180:5544/hoy78/香蕉哥专用-易發TV.live.flv
有线18备,http://60.208.140.180:5544/yx18备1/香蕉哥专用-易發TV.live.flv

//08天映频道（英语：Celestial Movies）是香港天映娱乐有限公司的付费电视旗舰频道
天映频道,http://1b6467f415.iok.la:9931/tsfile/live/1043_1.m3u8

//网络电视台
香港佛陀,https://js1.amtb.cn/liveedge/_definst_/livetv/playlist.m3u8
耀才财经,https://v3.mediacast.hk/webcast/bshdlive-pc/playlist.m3u8
环球电视,http://zb.xzxwhcb.com:9999/hls/world.m3u8
美亚电影台,http://php.jdshipin.com:8880/smt.php?id=meiyamovie_twn
亚洲卫视,https://play-hsbj.vzan.com/slowlive/821481626725612417/live.m3u8?zbid=2046370057&tpid=330913109&type=0

//一组
星空卫视,http://219.137.203.101:8081/hls/18/index.m3u8
凤凰中文台,http://219.137.203.101:8081/hls/19/index.m3u8
TVB翡翠台,http://219.137.203.101:8081/hls/20/index.m3u8
TVB明珠台,http://219.137.203.101:8081/hls/21/index.m3u8
澳亚卫视,http://219.137.203.101:8081/hls/22/index.m3u8

TVB翡翠台,http://tvbox6.icu/tv/gdmzyd.php?id=1$梅州移动
TVB星河,http://tvbox6.icu/tv/gdmzyd.php?id=2$梅州移动
TVB明珠台,http://tvbox6.icu/tv/gdmzyd.php?id=3$梅州移动
凤凰中文台,http://tvbox6.icu/tv/gdmzyd.php?id=4$梅州移动

TVB翡翠台,http://php.jdshipin.com:8880/PLTV/iptv.php?id=fct3
TVB星河,http://php.jdshipin.com:8880/PLTV/iptv.php?id=xinghe
TVB星河,http://v2h.jdshipin.com/xinghe/xinghe.stream/chunklist.m3u8
TVB Plus,http://php.jdshipin.com:8880/PLTV/iptv.php?id=j2
VIUTV,http://php.jdshipin.com:8880/PLTV/iptv.php?id=viutv

TVB翡翠台,http://1b6467f415.iok.la:9931/tsfile/live/1007_1.m3u8
TVB星河,http://1b6467f415.iok.la:9931/tsfile/live/1008_1.m3u8
TVB明珠台,http://1b6467f415.iok.la:9931/tsfile/live/1009_1.m3u8

TVB翡翠台,http://qwas.eatuo.com:9901/tsfile/live/1013_1.m3u8
TVB明珠台,http://xjayrf.eatuo.com:9901/tsfile/live/1005_1.m3u8

TVB无线新闻,http://137.175.30.127:9080/hls/inews.m3u8

有线18,http://dl.mytvzhibo.top/1.php

TVB翡翠台,http://zsntlqj.xicp.net:8895/bysid/1.m3u8
ViuTVsix,http://zsntlqj.xicp.net:8895/bysid/96.m3u8
ViuTV,http://zsntlqj.xicp.net:8895/bysid/99.m3u8
明珠台,http://zsntlqj.xicp.net:8896/bysid/2.m3u8
TVB Plus,http://zsntlqj.xicp.net:8896/bysid/82.m3u8
無綫新聞台,http://zsntlqj.xicp.net:8896/bysid/83.m3u8
鳳凰衛視香港台,http://zsntlqj.xicp.net:8896/bysid/85.m3u8

TVB翡翠台,http://beishan008.asuscomm.com:8889/bysid/1.m3u8
ViuTVsix,http://beishan008.asuscomm.com:8889/bysid/96.m3u8
ViuTV,http://beishan008.asuscomm.com:8889/bysid/99.m3u8
明珠台,http://beishan008.asuscomm.com:8890/bysid/2.m3u8
TVB Plus,http://beishan008.asuscomm.com:8890/bysid/82.m3u8
無綫新聞台,http://beishan008.asuscomm.com:8890/bysid/83.m3u8
鳳凰衛視香港台,http://beishan008.asuscomm.com:8890/bysid/85.m3u8
HOY 國際財經台,http://beishan008.asuscomm.com:8891/bysid/76.m3u8
HOY TV,http://beishan008.asuscomm.com:8891/bysid/77.m3u8
HOY 資訊台,http://beishan008.asuscomm.com:8891/bysid/78.m3u8
港台電視 31,http://beishan008.asuscomm.com:8892/bysid/31.m3u8
港台電視 32,http://beishan008.asuscomm.com:8892/bysid/32.m3u8
中央電視台綜合頻道（CCTV-1綜合),http://beishan008.asuscomm.com:8892/bysid/33.m3u8
中國環球電視網紀錄頻道 (CGTN紀錄頻道),http://beishan008.asuscomm.com:8892/bysid/34.m3u8

TVB翡翠台,http://grandprix2023.asuscomm.com:8889/bysid/1.m3u8
ViuTVsix,http://grandprix2023.asuscomm.com:8889/bysid/96.m3u8
ViuTV,http://grandprix2023.asuscomm.com:8889/bysid/99.m3u8
Jelli,http://grandprix2023.asuscomm.com:8890/bysid/16.m3u8
澳视澳门,http://grandprix2023.asuscomm.com:8891/bysid/91.m3u8
澳视葡语,http://grandprix2023.asuscomm.com:8891/bysid/92.m3u8
澳门资讯,http://grandprix2023.asuscomm.com:8891/bysid/94.m3u8
澳门macau,http://grandprix2023.asuscomm.com:8891/bysid/96.m3u8
明珠台,http://grandprix2023.asuscomm.com:8892/bysid/2.m3u8
TVB Plus,http://grandprix2023.asuscomm.com:8892/bysid/82.m3u8
無綫新聞台,http://grandprix2023.asuscomm.com:8892/bysid/83.m3u8
鳳凰衛視香港台,http://grandprix2023.asuscomm.com:8892/bysid/85.m3u8

港台電視 31,http://61.238.177.254:30261/stream/channelid/1055953789
港台電視 32,http://61.238.177.254:30261/stream/channelid/1378775615
HOY 國際財經台,http://61.238.177.254:30261/stream/channelid/153374972
HOY 國際財經台,http://61.238.177.254:30261/stream/channelid/537195735
HOY TV,http://61.238.177.254:30261/stream/channelid/459949264
HOY TV,http://61.238.177.254:30261/stream/channelid/1478933474
HOY 資訊台,http://61.238.177.254:30261/stream/channelid/1328960581
HOY 資訊台,http://61.238.177.254:30261/stream/channelid/1207995756
翡翠台,http://61.238.177.254:30261/stream/channelid/1548166379
TVB Plus,http://61.238.177.254:30261/stream/channelid/112716350
無綫新聞台,http://61.238.177.254:30261/stream/channelid/467444975
明珠台,http://61.238.177.254:30261/stream/channelid/1310877729
鳳凰衛視香港台,http://61.238.177.254:30261/stream/channelid/943406964
ViuTVsix,http://61.238.177.254:30261/stream/channelid/995464347
ViuTV,http://61.238.177.254:30261/stream/channelid/100614745

HOY 國際財經台,http://timmy789.x3322.net:9081/stream/channelid/401058379?profile=pass
HOY TV,http://timmy789.x3322.net:9081/stream/channelid/1316620486?profile=pass
HOY 資訊台,http://timmy789.x3322.net:9081/stream/channelid/1243239921?profile=pass
翡翠台,http://timmy789.x3322.net:9081/stream/channelid/668554311?profile=pass
TVB Plus,http://timmy789.x3322.net:9081/stream/channelid/1790978445?profile=pass
無綫新聞台,http://timmy789.x3322.net:9081/stream/channelid/190606861?profile=pass
明珠台,http://timmy789.x3322.net:9081/stream/channelid/204591672?profile=pass
鳳凰衛視香港台,http://timmy789.x3322.net:9081/stream/channelid/1440576277?profile=pass
ViuTVsix,http://timmy789.x3322.net:9081/stream/channelid/247585885?profile=pass
ViuTV,http://timmy789.x3322.net:9081/stream/channelid/1594197045?profile=pass

TVB翡翠台,http://119.136.122.61:8000/bysid/1.m3u8
ViuTVsix,http://119.136.122.61:8000/bysid/96.m3u8
ViuTV,http://119.136.122.61:8000/bysid/99.m3u8
明珠台,http://119.136.122.61:8001/bysid/2.m3u8
TVB Plus,http://119.136.122.61:8001/bysid/82.m3u8
無綫新聞台,http://119.136.122.61:8001/bysid/83.m3u8
鳳凰衛視香港台,http://119.136.122.61:8001/bysid/85.m3u8
港台電視 31,http://119.136.122.61:8002/bysid/31.m3u8
港台電視 32,http://119.136.122.61:8002/bysid/32.m3u8
中央電視台綜合頻道（CCTV-1綜合),http://119.136.122.61:8002/bysid/33.m3u8
中國環球電視網紀錄頻道 (CGTN紀錄頻道),http://119.136.122.61:8002/bysid/34.m3u8
HOY 國際財經台,http://119.136.122.61:8003/bysid/76.m3u8
HOY TV,http://119.136.122.61:8003/bysid/77.m3u8
HOY 資訊台,http://119.136.122.61:8003/bysid/78.m3u8

翡翠台,http://nz171l122.bb60246.ctm.net:8889/bysid/1.m3u8
ViuTVsix,http://nz171l122.bb60246.ctm.net:8889/bysid/96.m3u8
ViuTV,http://nz171l122.bb60246.ctm.net:8889/bysid/99.m3u8
Jelli,http://nz171l122.bb60246.ctm.net:8890/bysid/16.m3u8
澳视澳门,http://nz171l122.bb60246.ctm.net:8891/bysid/91.m3u8
澳视葡语,http://nz171l122.bb60246.ctm.net:8891/bysid/92.m3u8
澳门资讯,http://nz171l122.bb60246.ctm.net:8891/bysid/94.m3u8
澳门macau,http://nz171l122.bb60246.ctm.net:8891/bysid/96.m3u8
明珠台,http://nz171l122.bb60246.ctm.net:8892/bysid/2.m3u8
TVB Plus,http://nz171l122.bb60246.ctm.net:8892/bysid/82.m3u8
無綫新聞台,http://nz171l122.bb60246.ctm.net:8892/bysid/83.m3u8
鳳凰衛視香港台,http://nz171l122.bb60246.ctm.net:8892/bysid/85.m3u8

翡翠台,http://m.glx008.com:8000/bysid/1.m3u8
ViuTVsix,http://m.glx008.com:8000/bysid/96.m3u8
ViuTV,http://m.glx008.com:8000/bysid/99.m3u8

翡翠台,http://124.244.149.194:65530/bysid/1
ViuTVsix,http://124.244.149.194:65530/bysid/96
ViuTV,http://124.244.149.194:65530/bysid/99
明珠台,http://124.244.149.194:65531/bysid/2
TVB Plus,http://124.244.149.194:65531/bysid/82
無綫新聞台,http://124.244.149.194:65531/bysid/83
鳳凰衛視香港台,http://124.244.149.194:65531/bysid/85

//澳门电视台
澳门卫视,https://live.mastvnet.com/lsdream/MSTV/1500/live.m3u8
澳亚卫视,https://live.mastvnet.com/lsdream/lY44pmm/2000/live.m3u8
澳亚卫视,http://219.137.203.101:8081/hls/22/index.m3u8
澳视澳门台,http://61.244.22.5/ch1/ch1.live/playelist.m3u8
澳视葡文台,http://61.244.22.5/ch2/ch2.live/playelist.m3u8
澳视卫星台,http://61.244.22.5/ch3/ch3.live/playelist.m3u8
澳视体育台,http://61.244.22.5/ch4/ch4.live/playelist.m3u8
澳视资讯台,http://61.244.22.5/ch5/info_ch5.live/playlist.m3u8
澳视高清台,http://61.244.22.5/ch6/hd_ch6.live/playerlist.m3u8
莲花卫视,http://php.jdshipin.com:8880/amlh.php
莲花卫视,http://moss.hk3.345888.xyz.cdn.cloudflare.net/11/lotus.php
莲花卫视,https://edge1.laotv.la:443/live/AomenLotus/index.m3u8
澳视澳门台,http://1b6467f415.iok.la:9931/tsfile/live/1039_1.m3u8
澳亚卫视台,http://tvbox6.icu/tv/gdmzyd.php?id=5
澳视澳门台,http://tvbox6.icu/tv/gdmzyd.php?id=6

🔥台湾专区,#genre#

Discovery探索频道,http://61.221.215.25:8800/hls/1/index.m3u8
GTV八大戏剧台HD,http://61.221.215.25:8800/hls/39/index.m3u8
中华小当家,http://61.221.215.25:8800/hls/40/index.m3u8
SET三立戏剧台,http://61.221.215.25:8800/hls/41/index.m3u8
AMC电影台,http://61.221.215.25:8800/hls/43/index.m3u8
纬来精采HD,http://61.221.215.25:8800/hls/48/index.m3u8
音乐欣赏1,http://61.221.215.25:8800/hls/49/index.m3u8
Discovery探索亚洲,http://61.221.215.25:8800/hls/50/index.m3u8
NHK WORLD,http://61.221.215.25:8800/hls/51/index.m3u8
GTV八大第1台HD,http://61.221.215.25:8800/hls/55/index.m3u8
GTV八大综合台HD,http://61.221.215.25:8800/hls/56/index.m3u8
动物星球,http://61.221.215.25:8800/hls/57/index.m3u8
音乐欣赏2,http://61.221.215.25:8800/hls/58/index.m3u8
CTV中视HD,rtmp://220.130.201.73/sat/tv091
CTS华视HD,rtmp://220.130.201.73/sat/tv111
台视HD,rtmp://220.130.201.73/sat/tv071
民视HD,rtmp://220.130.201.73/sat/tv051
纬来体育HD,rtmp://220.130.201.73/sat/tv721
纬来育乐HD,rtmp://220.130.201.73/sat/tv701
纬来日本HD,rtmp://220.130.201.73/sat/tv771
EBC东森超视HD,rtmp://220.130.201.73/sat/tv331

民视HD,rtmp://f13h.mine.nu/sat/tv051
台视HD,rtmp://f13h.mine.nu/sat/tv071
CTV中视HD,rtmp://f13h.mine.nu/sat/tv091
CTS华视HD,rtmp://f13h.mine.nu/sat/tv111
纬来体育HD,rtmp://f13h.mine.nu/sat/tv721
纬来育乐HD,rtmp://f13h.mine.nu/sat/tv701
纬来日本HD,rtmp://f13h.mine.nu/sat/tv771
EBC东森超视HD,rtmp://f13h.mine.nu/sat/tv331
MoMoTV4K,rtmp://f13h.mine.nu/sat/tv761
ELEVEN体育1,rtmp://f13h.mine.nu/sat/tv731
ELEVEN体育2,rtmp://f13h.mine.nu/sat/tv741

